HIP,right ascension_lon,declination_lat,apparent magnitude,Star Name
58921,181,-60.96,5.95,
58948,181.25,8.71,4.12,
58952,181.25,76.9,5.78,
59050,181.5,-65.7,5.95,
59072,181.5,-64.6,4.14,
59151,181.75,-75.36,5.17,
59173,182,-50.65,4.46,
59184,182,-48.68,5.34,
59196,182,-50.71,2.58,
59199,182,-24.71,4.02,
59229,182,-44.31,5.75,
59232,182,-41.21,5.51,
59285,182.25,1.88,5.95,
59309,182.5,5.8,5.72,
59316,182.5,-22.61,3.02,
59384,182.75,81.7,6,
59394,182.75,-23.6,5.45,
59449,182.75,-52.36,3.97,
59468,182.75,25.86,5.66,
59501,183,20.53,5.6,
59504,183,77.6,5.14,
59517,183,-62.95,5.91,
59607,183.25,-38.91,5.77,
59608,183.25,10.25,5.85,
59654,183.5,-45.71,5.31,
59728,183.5,-20.83,5.82,
59746,183.75,70.2,5.72,
59747,183.75,-58.73,2.79,
59774,183.75,57.01,3.32,Megrez
59803,183.75,-17.53,2.58,Gienah Ghurab
59819,184,14.88,5.09,
59831,184,40.65,5.69,
59847,184,23.93,4.93,
59856,184,33.05,4.99,
59920,184.25,53.18,5.8,
59923,184.25,28.93,5.71,
59929,184.25,-67.95,4.06,
60000,184.5,-79.3,4.24,
60009,184.5,-64,4.06,
60030,184.5,-0.78,5.9,
60044,184.5,75.15,5.47,
60059,184.5,-55.13,5.01,
60122,184.75,48.98,5.28,
60129,184.75,-0.66,3.89,
60157,185,-22.16,5.94,
60170,185,26.61,5.52,
60172,185,3.3,4.97,
60189,185,-22.2,5.2,
60202,185,17.78,4.72,
60212,185,57.85,5.54,
60221,185,-13.55,5.14,
60260,185.25,-60.4,3.59,
60308,185.25,-56.36,5.91,
60320,185.5,-67.51,5.15,
60329,185.5,-68.3,5.73,
60351,185.5,25.83,4.78,
60379,185.5,-57.66,5.38,
60425,185.75,-24.83,5.66,
60449,185.75,-35.4,5.32,
60463,185.75,-38.9,5.79,
60485,186,51.55,4.76,
60514,186,26.08,5.17,
60584,186.25,56.76,5.82,
60595,186.25,-11.6,5.95,
60610,186.25,-35.18,5.71,
60646,186.25,39.01,5.01,
60697,186.5,27.26,4.92,
60710,186.5,-51.45,4.82,
60718,186.5,-63.08,0.77,Acrux
60735,186.5,-32.81,5.56,
60742,186.5,28.26,4.35,
60746,186.5,26.81,4.98,
60781,186.75,-58.98,5.38,
60795,186.75,55.7,5.68,
60823,187,-50.21,3.91,
60855,187,-39.03,5.45,
60904,187,25.9,5.29,
60941,187.25,24.1,5.47,
60957,187.25,20.88,5.68,
60965,187.25,-16.5,2.94,Algorab
60969,187.25,-56.51,5.78,
60978,187.25,58.4,5.37,
60979,187.25,-41.73,6,
60998,187.5,69.2,5.01,
61015,187.5,-23.68,5.63,
61071,187.75,24.56,5.47,
61084,187.75,-57.1,1.59,Gacrux
61136,187.75,-59.41,5.49,
61158,187.75,-63.5,5.96,
61174,188,-16.18,4.3,
61181,188,-73,5.88,
61199,188,-72.11,3.84,
61212,188,-13.85,5.74,
61281,188.25,69.78,3.85,
61296,188.25,-12.81,5.58,
61309,188.25,33.23,5.42,
61317,188.25,41.35,4.24,
61318,188.25,-9.45,5.48,
61359,188.5,-23.38,2.65,Kraz
61379,188.5,-44.66,5.76,
61384,188.5,70.01,4.95,
61394,188.5,22.61,4.8,
61418,188.75,18.36,5.03,
61420,188.75,21.86,5.86,
61468,188.75,-41.01,5.12,
61498,189,-39.86,5.78,
61558,189,-5.81,5.88,
61571,189,17.08,5.7,
61585,189.25,-69.13,2.69,
61621,189.25,-27.13,5.41,
61622,189.25,-48.53,3.85,
61658,189.5,1.85,5.68,
61688,189.5,-18.25,6,
61720,189.75,-30.41,5.86,
61724,189.75,21.05,5.49,
61740,189.75,-7.98,4.66,
61789,189.75,-39.98,4.63,
61910,190.25,-13,5.17,
61916,190.25,-46.13,5.84,
61932,190.25,-48.95,2.2,
61941,190.25,-1.43,2.74,Porrima
61960,190.25,10.23,4.88,
61966,190.25,-59.68,4.91,
61968,190.25,6.8,5.57,
62012,190.5,-48.8,4.66,
62027,190.5,-63.05,5.27,
62058,190.75,-56.16,5.99,
62103,190.75,-1.56,5.91,
62131,191,-28.31,5.46,
62207,191,39.26,5.95,
62223,191.25,45.43,5.42,
62267,191.25,7.66,5.22,
62268,191.25,-60.96,4.69,
62322,191.5,-68.1,3.04,
62325,191.5,9.53,5.65,
62327,191.5,-56.48,4.62,
62356,191.5,16.56,5.12,
62360,191.5,-33.3,5.87,
62402,191.75,62.76,5.88,
62423,191.75,66.78,5.43,
62434,191.75,-59.68,1.25,Becrux
62500,192,-27.58,5.65,
62512,192,60.31,5.83,
62541,192,14.11,5.71,
62561,192.25,83.41,5.92,
62572,192.25,83.4,5.38,
62576,192.25,27.55,5.76,
62608,192.25,-71.98,5.55,
62641,192.5,37.51,5.87,
62683,192.5,-33.98,4.9,
62703,192.5,-52.78,5.7,
62732,192.75,-60.31,5.71,
62763,192.75,27.53,4.93,
62786,192.75,-39.66,5.99,
62861,193.25,-54.95,5.91,
62867,193.25,-48.93,4.33,
62886,193.25,21.23,4.89,
62894,193.25,-60.31,5.75,
62896,193.25,-40.16,4.25,
62931,193.25,-60.36,5.89,
62956,193.5,55.95,1.76,Alioth
62983,193.5,-11.63,6,
62985,193.5,-9.53,4.77,
63003,193.5,-57.16,4.03,
63005,193.5,-57.16,5.08,
63007,193.5,-59.13,4.62,
63024,193.5,47.18,5.75,
63031,193.5,-85.11,5.45,
63033,193.5,-44.15,5.89,
63066,193.75,-42.9,5.46,
63076,193.75,65.43,5.23,
63090,193.75,3.38,3.39,
63117,193.75,-56.83,5.34,
63121,194,38.3,5.61,
63125,194,38.31,2.89,Cor Caroli
63143,194,54.08,5.84,
63165,194,-72.18,5.93,
63210,194.25,-51.18,5.17,
63340,194.5,75.46,6,
63355,194.5,17.4,4.76,
63414,194.75,-3.8,5.79,
63432,194.75,66.58,5.37,
63462,195,30.78,4.88,
63494,195,-3.36,5.99,
63503,195,56.35,4.93,
63533,195.25,17.11,5.97,
63608,195.5,10.95,2.85,Vindemiatrix
63613,195.5,-71.53,3.61,
63688,195.75,-71.46,5.93,
63724,195.75,-49.51,4.83,
63738,195.75,-20.58,5.58,
63901,196.25,35.78,5.2,
63916,196.25,45.26,5.64,
63945,196.5,-48.45,4.71,
63948,196.5,21.15,6,
63950,196.5,22.6,5.53,
63972,196.5,-41.58,5.59,
64003,196.5,-35.85,5.63,
64004,196.5,-49.9,4.27,
64022,196.75,27.61,4.8,
64033,196.75,-59.85,5.98,
64053,196.75,-53.45,5.7,
64078,196.75,-10.73,5.15,
64094,197,-65.3,5.44,
64122,197,-8.98,5.57,
64166,197.25,-23.11,4.94,
64179,197.25,10.01,5.79,
64224,197.25,-10.31,5.95,
64226,197.25,16.83,5.91,
64238,197.25,-5.53,4.38,
64241,197.25,17.51,4.32,
64246,197.5,38.48,5.91,
64332,197.75,-42.21,5.78,
64348,197.75,-43.36,5.24,
64390,197.75,-69.93,5.92,
64394,197.75,27.86,4.23,
64407,198,-16.18,5.04,
64408,198,-37.8,4.85,
64425,198,-59.91,4.58,
64445,198,11.55,5.76,
64466,198,-66.21,5.91,
64515,198.25,-50.68,5.9,
64540,198.25,40.15,4.94,
64577,198.5,-19.91,5.31,
64580,198.5,-58.68,5.91,
64583,198.5,-59.1,4.9,
64587,198.5,-78.43,5.84,
64607,198.5,11.31,5.64,
64623,198.5,-48.95,5.84,
64661,198.75,-67.88,4.79,
64692,198.75,40.85,5.77,
64725,198.75,-19.93,5.21,
64792,199,9.41,5.19,
64803,199,-31.5,5.1,
64820,199.25,-66.78,4.86,
64822,199.25,-43.96,5.82,
64823,199.25,13.66,5.33,
64844,199.25,40.56,4.72,
64852,199.25,5.46,4.78,
64906,199.5,49.66,5.14,
64924,199.5,-18.3,4.74,
64927,199.5,34.08,5.81,
64962,199.5,-23.16,2.99,
65072,200,40.15,5.6,
65109,200,-36.7,2.75,
65112,200,-52.73,5.47,
65129,200,-55.8,6,
65144,200,-46.86,5.76,
65198,200.25,2.08,5.69,
65241,200.5,5.15,5.89,
65247,200.5,-52.16,5.81,
65271,200.5,-60.98,4.52,
65301,200.75,-17.73,5.36,
65323,200.75,-4.91,5.88,
65378,200.75,54.91,2.23,Mizar
65387,201,-64.53,4.52,
65420,201,-5.15,5.76,
65466,201.25,23.85,5.75,
65468,201.25,-74.88,5.04,
65474,201.25,-11.15,0.98,Spica
65477,201.25,54.98,3.99,Alcor
65479,201.25,-64.48,5.32,
65522,201.25,-70.61,5.65,
65535,201.5,-39.75,5.11,
65536,201.5,72.38,5.82,
65545,201.5,-1.18,5.97,
65550,201.5,46.01,5.88,
65581,201.5,-12.7,5.27,
65593,201.5,-41.48,5.69,
65595,201.5,78.63,5.74,
65639,201.75,-15.96,4.76,
65721,202,13.76,4.97,
65728,202,59.93,5.4,
65790,202.25,10.81,5.65,
65810,202.25,-51.15,5.04,
65936,202.75,-39.4,3.9,
66006,202.75,-6.25,4.68,
66065,203,-28.68,5.69,
66091,203,-15.35,5.52,
66098,203,-10.15,5.21,
66198,203.5,55.33,5.6,
66200,203.5,3.65,4.92,
66234,203.5,49,4.68,
66247,203.5,-13.2,5.92,
66249,203.5,-0.58,3.38,
66257,203.5,37.16,4.91,
66320,203.75,-5.38,5.7,
66400,204,-26.48,5.73,
66417,204,24.6,5.72,
66427,204.25,-44.13,5.96,
66435,204.25,71.23,5.5,
66438,204.25,-61.68,5.63,
66454,204.25,-46.41,5.91,
66458,204.25,36.28,4.82,
66563,204.5,-29.55,5.81,
66575,204.5,-57.61,6,
66634,204.75,52.91,5.46,
66640,204.75,10.73,5.57,
66656,204.75,-40.05,5.61,
66657,204.75,-53.45,2.29,
66666,204.75,-49.95,5.74,
66681,205,-64.56,5.79,
66727,205,19.95,5.73,
66738,205,54.66,4.63,
66753,205,-85.78,5.56,
66763,205.25,22.48,5.63,
66798,205.25,64.81,5.85,
66803,205.25,-8.7,5.03,
66821,205.25,-54.55,4.99,
66849,205.5,-58.78,5.38,
66878,205.5,82.75,5.92,
66903,205.5,78.05,5.91,
66907,205.5,34.98,5.98,
66924,205.5,-41.4,5.96,
66925,205.5,-56.76,6,
66936,205.75,3.53,5.35,
66984,205.75,-42.06,5.96,
67057,206,-16.16,5.55,
67143,206.25,-26.1,5.81,
67153,206.25,-33.03,4.23,
67172,206.25,-12.41,5.5,
67194,206.5,41.08,5.88,
67210,206.5,38.5,5.92,
67231,206.5,54.41,5.68,
67234,206.5,-51.41,4.64,
67239,206.5,25.7,5.97,
67244,206.5,-36.25,5.15,
67250,206.5,38.53,5.51,
67275,206.75,17.45,4.5,
67288,206.75,-17.85,5.41,
67292,206.75,-50.23,5.92,
67301,206.75,49.3,1.85,Alkaid
67304,206.75,-50.31,5.46,
67384,207,31.18,5.61,
67457,207.25,-34.45,4.19,
67459,207.25,15.78,4.05,
67464,207.25,-41.68,3.41,
67472,207.25,-42.46,3.47,
67480,207.25,21.25,4.92,
67485,207.25,61.48,5.97,
67494,207.25,-18.13,4.96,
67545,207.5,5.48,6,
67605,207.75,34.65,5.89,
67627,207.75,64.71,4.58,
67663,207.75,-46.88,5.77,
67664,207.75,-69.4,5.73,
67665,207.75,34.43,4.76,
67669,207.75,-32.98,4.32,
67703,208,-52.8,5.26,
67782,208.25,28.63,5.91,
67786,208.25,-31.91,4.75,
67787,208.25,17.91,5.71,
67819,208.25,-35.65,5.53,
67836,208.25,-53.36,5.87,
67848,208.25,53.71,5.7,
67861,208.25,-47.11,5.83,
67927,208.5,18.38,2.68,Mufrid
67929,208.5,-1.5,5.16,
67942,208.5,-67.65,5.74,
67973,208.75,-52.15,5.66,
68002,208.75,-47.28,2.55,
68009,208.75,-82.65,5.95,
68079,209,-46.58,5.82,
68092,209,1.05,5.9,
68101,209,-54.7,6,
68103,209,27.48,5.02,
68191,209.25,-63.68,4.71,
68245,209.5,-42.1,3.83,
68269,209.5,-24.96,5.2,
68276,209.5,21.68,5.76,
68282,209.5,-44.8,3.87,
68333,209.75,-50.36,5.92,
68390,210,-25,5.77,
68455,210,-66.26,5.96,
68498,210.25,8.88,5.98,
68520,210.25,1.53,4.23,
68523,210.25,-45.6,4.34,
68581,210.5,-27.41,5.47,
68670,210.75,-56.2,5.93,
68702,210.75,-60.36,0.61,Hadar
68756,211,64.36,3.67,Thuban
68815,211.25,-76.78,5.69,
68862,211.5,-41.16,4.36,
68895,211.5,-26.66,3.25,
68933,211.5,-36.36,2.06,Menkent
68940,211.5,-9.3,5.46,
69038,211.75,43.85,5.13,
69068,212,49.45,5.26,
69112,212,77.53,4.8,
69174,212.25,-51.5,5.96,
69191,212.25,-53.43,4.74,
69226,212.5,25.08,4.82,
69269,212.5,-16.3,4.93,
69373,213,69.41,5.18,
69389,213,2.4,4.99,
69415,213,-27.25,5.07,
69427,213,-10.26,4.18,
69462,213.25,-53.65,5.53,
69483,213.25,51.78,4.53,
69493,213.25,-0.83,5.89,
69536,213.5,12.95,5.53,
69598,213.5,-41.83,5.61,
69612,213.5,10.1,5.29,
69618,213.5,-57.08,5.03,
69658,213.75,-18.2,5.53,
69673,213.75,19.18,-0.05,Arcturus
69701,214,-5.98,4.07,
69713,214,51.36,4.75,
69732,214,46.08,4.18,
69763,214,-66.58,5.72,
69829,214.25,15.25,5.84,
69879,214.25,35.5,4.8,
69896,214.5,-81,4.89,
69929,214.5,-18.7,5.86,
69965,214.75,-25.8,5.87,
69974,214.75,-13.36,4.52,
69989,214.75,13,5.41,
69995,214.75,-37,5.93,
69996,214.75,-46.05,3.55,
70012,214.75,-2.25,5.14,
70027,214.75,16.3,4.84,
70035,214.75,-61.26,5.22,
70054,215,-43.05,5.55,
70069,215,-56.38,4.3,
70090,215,-37.88,4.05,
70104,215,-45.18,4.78,
70243,215.5,-34.78,5.57,
70248,215.5,-80.1,5.06,
70264,215.5,-58.45,4.76,
70300,215.75,-39.5,4.41,
70306,215.75,-27.75,4.78,
70327,215.75,8.43,4.86,
70363,215.75,-53.16,5.99,
70384,216,8.23,5.94,
70400,216,5.81,5.1,
70469,216,-24.8,5.34,
70492,216.25,-68.18,5.56,
70497,216.25,51.85,4.04,
70574,216.5,-45.21,4.56,
70576,216.5,-45.36,4.33,
70602,216.5,19.21,5.4,
70638,216.5,-83.66,4.31,
70657,216.75,-65.81,5.87,
70663,216.75,-46.13,5.83,
70692,216.75,75.68,4.25,
70753,217,-29.48,4.97,
70755,217,-2.21,4.81,
70791,217,49.83,5.58,
70794,217,-6.9,5.42,
70894,217.25,0.81,5.96,
70915,217.5,-45.31,5.51,
70931,217.5,-49.51,5.38,
70987,217.75,-38.86,5.99,
71002,217.75,-67.71,5.84,
71053,217.75,30.36,3.57,
71075,218,38.3,3.04,
71094,218,26.66,6,
71111,218,55.38,5.74,
71115,218,22.25,5.91,
71121,218,-50.45,4.44,
71182,218.25,-52.66,5.86,
71184,218.25,-54.98,5.86,
71280,218.5,49.36,5.74,
71284,218.5,29.73,4.47,
71352,218.75,-42.15,2.33,
71353,218.75,-41.51,5.88,
71419,219,-46.23,5.55,
71453,219,-40.2,5.74,
71500,219.25,-46.13,5.39,
71536,219.25,-49.41,4.05,
71568,219.5,43.63,5.74,
71571,219.5,18.28,5.9,
71573,219.5,54.01,5.83,
71618,219.5,44.4,5.39,
71681,219.75,-60.83,1.35,
71683,219.75,-60.83,-0.01,Rigil Kentaurus
71759,220,13.53,5.93,
71762,220,16.41,4.49,
71783,220.25,-36.13,5.67,
71795,220.25,13.71,3.78,
71832,220.25,8.15,4.86,
71837,220.25,11.65,5.55,
71860,220.25,-47.38,2.3,
71865,220.25,-37.78,4.01,
71908,220.5,-64.96,3.18,
71957,220.75,-5.65,3.87,
71974,220.75,-24.98,5.7,
71995,220.75,26.51,4.8,
72010,220.75,-35.16,4.06,
72012,220.75,40.45,5.72,
72104,221,-35.18,4.92,
72105,221,27.06,2.35,Izar
72125,221.25,16.95,4.6,
72131,221.25,-62.86,5.36,
72154,221.25,0.71,5.68,
72197,221.5,-25.43,5.15,
72208,221.5,15.11,5.78,
72210,221.5,-23.15,5.8,
72220,221.5,1.88,3.73,
72250,221.5,-47.43,5.74,
72290,221.75,-52.36,5.22,
72296,221.75,-38.28,5.9,
72323,221.75,-25.61,5.61,
72357,221.75,-26.08,5.23,
72370,221.75,-79.03,3.83,
72378,221.75,-26.63,5.76,
72432,222,-36.63,5.89,
72438,222,-66.58,5.91,
72487,222.25,46.1,5.76,
72488,222.25,-24.25,5.68,
72489,222.25,-14.13,5.32,
72524,222.25,48.71,5.68,
72552,222.25,28.6,5.8,
72567,222.5,23.9,5.86,
72571,222.5,-27.95,4.42,
72573,222.5,82.5,5.63,
72582,222.5,37.26,5.47,
72603,222.5,-15.98,5.15,
72607,222.5,74.15,2.07,Kochab
72622,222.5,-16.03,2.75,Zubenelgenubi
72631,222.75,-2.28,4.93,
72659,222.75,19.1,4.54,
72664,222.75,59.28,5.48,
72683,222.75,-43.56,4.32,
72773,223,-63.8,5.91,
72800,223,-37.8,5.02,
72833,223.25,-73.18,5.59,
72848,223.25,19.15,6,
72929,223.5,-24.63,5.27,
72934,223.5,-11.88,5.78,
72959,223.5,-33.3,5.85,
73036,223.75,-60.1,5.18,
73049,223.75,-33.85,5.32,
73087,224,14.43,5.9,
73095,224,-52.8,5.38,
73100,224,49.61,5.63,
73111,224,-47.86,5.62,
73129,224,-62.76,5.08,
73133,224,-11.4,5.48,
73165,224.25,-4.33,4.47,
73166,224.25,16.38,5.72,
73184,224.25,-21.4,5.72,
73193,224.25,-0.16,5.51,
73199,224.25,65.91,4.63,
73223,224.25,-76.65,5.37,
73273,224.5,-43.13,2.68,
73284,224.5,-27.65,5.65,
73310,224.5,-11.13,5.88,
73334,224.75,-42.1,3.13,
73350,224.75,4.56,5.91,
73369,224.75,39.25,5.64,
73415,225,-77.15,5.92,
73473,225,-8.51,4.91,
73493,225.25,-38.05,5.88,
73497,225.25,-2.75,5.52,
73507,225.25,60.2,5.91,
73536,225.25,-0.13,5.71,
73540,225.25,-83.21,5.65,
73555,225.25,40.38,3.49,
73566,225.5,-28.05,5.83,
73568,225.5,25,4.8,
73620,225.5,2.08,4.39,
73624,225.5,-32.63,5.45,
73634,225.75,35.2,5.52,
73695,225.75,47.65,4.83,
73714,226,-25.26,3.25,
73745,226,26.93,4.52,
73771,226,-83.03,5.65,
73776,226,-64.01,5.16,
73807,226.25,-47.05,3.91,
73826,226.25,-41.06,5.13,
73841,226.25,48.15,5.59,
73909,226.5,54.55,5.24,
73937,226.5,-30.91,5.97,
73945,226.5,-16.25,5.19,
73996,226.75,24.86,4.93,
74006,226.75,-49.08,5.77,
74066,227,-40.58,5.75,
74087,227,26.3,5.67,
74096,227,25.1,5.82,
74100,227,-42.86,5.85,
74117,227,-45.26,4.07,
74184,227.25,-67.08,5.76,
74224,227.5,-38.78,5.98,
74239,227.5,-26.31,5.75,
74296,227.75,-84.78,5.88,
74305,227.75,-55.33,5.45,
74376,227.75,-48.73,3.88,
74380,227.75,-48.73,5.7,
74386,228,18.96,5.9,
74392,228,-19.78,4.54,
74395,228,-52.08,3.41,
74449,228,-44.5,4.83,
74539,228.25,-26.18,5.84,
74561,228.5,31.78,5.98,
74582,228.5,-70.06,5.75,
74596,228.5,29.15,5.28,
74604,228.5,-31.51,4.91,
74605,228.5,67.33,5.15,
74649,228.75,4.93,5.32,
74666,228.75,33.3,3.46,
74689,228.75,0.36,5.62,
74696,228.75,-48.06,5.96,
74707,229,-41.48,5.15,
74732,229,-22.38,5.52,
74750,229,-60.9,5.74,
74778,229,-60.95,5.04,
74785,229.25,-9.36,2.61,Zubeneschemali
74793,229.25,71.81,5.02,
74824,229.25,-58.8,4.07,
74837,229.25,-63.6,4.85,
74857,229.25,-30.13,4.35,
74896,229.5,20.56,5.68,
74901,229.5,-0.45,5.88,
74911,229.5,-47.86,4.27,
74941,229.5,-60.48,5.43,
74946,229.5,-68.66,2.87,
74950,229.5,-40.78,5.59,
74975,229.75,1.76,5.04,
75043,230,51.95,5.65,
75049,230,29.6,5.51,
75097,230,71.83,3,
75119,230.25,0.7,5.35,
75127,230.25,-5.81,5.54,
75141,230.25,-40.63,3.22,
75177,230.25,-36.25,3.57,
75178,230.25,32.93,5.38,
75181,230.25,-48.31,5.65,
75206,230.5,-47.91,4.99,
75256,230.5,62.03,5.99,
75257,230.5,39.56,5.56,
75260,230.5,63.33,5.72,
75264,230.5,-44.68,3.37,
75304,230.75,-36.85,4.54,
75308,230.75,-60.65,5.65,
75312,230.75,30.28,4.99,
75323,230.75,-59.31,4.48,
75352,230.75,-12.36,5.72,
75379,231,-10.31,4.92,
75411,231,37.36,4.31,
75439,231,-39.7,5.36,
75458,231,58.95,3.29,
75501,231.25,-38.73,4.6,
75530,231.25,15.41,5.16,
75565,231.5,-68.3,5.89,
75572,231.5,34.33,5.46,
75647,231.75,-36.76,5.46,
75665,231.75,-64.51,5.71,
75695,231.75,29.1,3.66,
75696,231.75,60.66,5.9,
75730,232,-16.7,5.64,
75761,232,1.83,5.15,
75828,232.25,-46.71,5.26,
75944,232.5,-16.6,5.82,
75973,232.5,40.81,5.04,
75974,232.5,64.2,5.74,
76008,232.75,77.33,5,
76013,232.75,-73.38,5.4,
76041,232.75,40.88,4.98,
76106,233,-19.66,5.5,
76126,233,-16.85,5.53,
76127,233,31.35,4.14,
76133,233,-1.18,5.5,
76207,233.5,-40.05,5.82,
76219,233.5,-10.05,4.61,
76243,233.5,-9.18,5.16,
76259,233.5,-28.03,5.13,
76267,233.5,26.7,2.22,Alphekka
76276,233.5,10.53,3.8,
76297,233.75,-41.16,2.8,
76307,233.75,39,5.14,
76311,233.75,53.91,5.97,
76333,233.75,-14.78,3.91,
76371,233.75,-44.95,4.55,
76376,233.75,54.61,5.77,
76397,234,-44.38,5.44,
76424,234,16.11,5.93,
76425,234,10,5.26,
76440,234,-66.31,4.11,
76470,234.25,-28.13,3.6,
76509,234.25,54.5,5.85,
76519,234.25,69.26,5.65,
76532,234.25,-23.13,5.79,
76534,234.25,40.35,5.25,
76552,234.5,-42.56,4.34,
76568,234.5,46.78,5.76,
76569,234.5,-21,5.82,
76594,234.5,50.41,5.84,
76600,234.5,-29.76,3.66,
76618,234.5,-52.36,5.43,
76628,234.5,-19.3,5.36,
76669,234.75,36.63,4.64,
76705,234.75,-34.4,4.66,
76716,234.75,-59.9,5.95,
76742,235,-23.81,4.97,
76750,235,-73.43,5.64,
76810,235,16.01,6,
76829,235.25,-44.65,4.64,
76852,235.25,19.66,4.51,
76866,235.25,12.83,5.34,
76877,235.25,-76.06,5.95,
76878,235.25,18.45,5.8,
76880,235.25,-19.66,4.75,
76939,235.5,-37.41,5.23,
76945,235.5,-34.7,4.75,
76952,235.5,26.28,3.81,
76957,235.5,52.35,5.48,
76996,235.75,-84.45,5.57,
77048,235.75,32.5,5.57,
77052,236,2.5,5.86,
77055,236,77.78,4.29,
77060,236,-15.66,5.41,
77070,236,6.41,2.63,Unukalhai
77086,236,-41.81,5.93,
77163,236.25,5.43,5.57,
77227,236.5,-1.8,5.39,
77233,236.5,15.41,3.65,
77257,236.5,7.35,4.42,
77272,236.5,55.46,5.94,
77277,236.5,62.58,5.19,
77286,236.5,-34.66,5.61,
77336,236.75,14.1,5.71,
77370,236.75,55.36,5.85,
77390,236.75,-65.43,5.54,
77412,237,13.78,5.98,
77442,237,28.15,5.89,
77450,237,18.13,4.09,
77464,237,-3.81,5.53,
77512,237.25,26.06,4.59,
77516,237.25,-3.41,3.54,
77541,237.25,-48.9,5.86,
77562,237.5,-53.2,5.78,
77578,237.5,2.18,5.21,
77622,237.5,4.46,3.71,
77634,237.5,-33.61,3.97,
77635,237.5,-25.75,4.63,
77645,237.75,-55.05,5.74,
77655,237.75,35.65,4.79,
77660,237.75,-3.08,5.09,
77661,237.75,20.96,4.74,
77678,237.75,-47.05,6,
77738,238,55.81,5.81,
77760,238,42.45,4.6,
77811,238.25,-20.16,5.04,
77840,238.25,-25.31,4.59,
77853,238.25,-16.71,4.13,
77858,238.25,-24.51,5.38,
77859,238.25,-23.96,5.41,
77902,238.5,20.3,5.45,
77907,238.5,43.13,5.35,
77909,238.5,-25.23,5.87,
77939,238.75,-19.36,5.95,
77952,238.75,-63.41,2.83,
77982,238.75,-68.6,5.11,
77984,238.75,-26.25,5.63,
77986,238.75,42.55,5.73,
77990,238.75,-60.16,5.78,
78012,238.75,37.93,5.43,
78045,239,-60.46,5.76,
78072,239,15.65,3.85,
78104,239,-29.2,3.87,
78105,239,-33.95,5.14,
78106,239,-33.95,5.59,
78132,239.25,14.4,5.54,
78142,239.25,-36.18,5.78,
78159,239.25,26.86,4.14,
78168,239.25,-20.96,5.84,
78180,239.25,54.73,4.96,
78207,239.5,-14.26,4.95,
78246,239.5,-24.81,5.43,
78265,239.5,-26.1,2.89,
78276,239.5,36.63,5.61,
78279,239.5,-65.03,5.74,
78323,239.75,-41.73,4.99,
78384,240,-38.38,3.42,
78400,240,-16.51,5.47,
78401,240,-22.61,2.29,Dschubba
78436,240,-8.4,5.53,
78442,240,4.41,5.82,
78459,240.25,33.3,5.39,
78481,240.25,17.81,5.1,
78493,240.25,29.85,4.98,
78527,240.25,58.55,4.01,
78542,240.5,52.9,5.93,
78554,240.5,22.8,4.82,
78592,240.5,46.03,4.72,
78639,240.75,-49.21,4.65,
78649,240.75,36.61,5.79,
78650,240.75,-25.85,4.96,
78655,240.75,-38.6,4.9,
78661,240.75,76.78,5.73,
78662,240.75,-57.76,4.63,
78665,240.75,-32,6,
78727,241,-11.36,4.16,
78747,241,-37.85,5.91,
78820,241.25,-19.8,2.56,Graffias
78821,241.25,-19.8,4.9,
78868,241.25,-72.4,5.7,
78877,241.5,-23.6,5.9,
78893,241.5,67.8,5.44,
78914,241.5,-45.16,4.73,
78918,241.5,-36.8,4.22,
78933,241.5,-20.66,3.93,
78970,241.75,-36.75,5.72,
78990,241.75,-20.86,4.31,
79005,241.75,-12.73,5.75,
79007,241.75,9.88,5.63,
79043,242,17.03,5,
79050,242,-26.31,5.35,
79072,242,8.53,5.69,
79098,242,-23.68,5.86,
79101,242,44.93,4.23,
79119,242,36.48,4.73,
79120,242,3.45,5.93,
79137,242.25,6.36,5.93,
79153,242.25,-57.93,5.57,
79195,242.25,-3.46,5.39,
79199,242.25,-33.53,5.5,
79280,242.5,75.86,5.48,
79302,242.75,-29.4,5.09,
79320,242.75,-41.11,5.86,
79349,242.75,23.48,5.74,
79357,242.75,42.36,5.89,
79358,242.75,36.41,5.62,
79374,242.75,-19.45,4,
79375,243,-10.05,4.93,
79387,243,-8.53,5.43,
79399,243,-28.41,5.67,
79404,243,-27.91,4.58,
79488,243.25,5.01,5.46,
79497,243.25,-55.53,5.78,
79509,243.25,-54.61,4.95,
79540,243.25,-11.83,5.24,
79593,243.5,-3.68,2.73,
79596,243.5,-33,5.91,
79607,243.5,33.85,5.23,
79653,243.75,-47.36,5.13,
79664,243.75,-63.68,3.86,
79666,243.75,18.8,5.72,
79672,243.75,-8.36,5.49,
79689,243.75,-57.9,5.61,
79754,244,-53.8,5.45,
79757,244,29.15,5.8,
79790,244.25,-50.06,4.97,
79797,244.25,-67.93,5.95,
79804,244.25,59.75,5.37,
79822,244.25,75.75,4.95,
79881,244.5,-28.6,4.8,
79882,244.5,-4.68,3.23,
79938,244.75,-14.86,5.97,
79953,244.75,49.03,5.93,
79963,244.75,-42.66,5.44,
79980,244.75,-30.9,5.53,
79992,244.75,46.3,3.91,
80000,244.75,-50.15,4.01,
80008,244.75,39.7,5.48,
80047,245,-78.68,4.68,
80054,245,-55.13,5.76,
80057,245,-78.66,5.27,
80079,245,-24.16,4.55,
