HIP,right ascension_lon,declination_lat,apparent magnitude,Star Name
21296,68.5,-8.21,5.2,
21297,68.5,-8.96,5.24,
21323,68.5,28.95,5.88,
21393,68.75,-30.55,3.81,
21402,68.75,10.15,4.25,
21421,68.75,16.5,0.87,Aldebaran
21444,69,-3.35,3.93,
21452,69,64.25,5.91,
21476,69,41.25,4.25,
21479,69,-62.06,5.59,
21515,69.25,0.98,5.32,
21547,69.25,-2.46,5.22,
21588,69.5,16.03,5.78,
21589,69.5,12.5,4.27,
21594,69.5,-14.3,3.86,
21604,69.5,20.68,5.85,
21644,69.5,-12.11,4.99,
21670,69.75,7.86,5.38,
21673,69.75,15.8,5.08,
21683,69.75,15.91,4.67,
21685,69.75,-14.35,5.46,
21727,69.75,53.06,5.07,
21730,69.75,53.46,5.36,
21735,70,12.18,5.45,
21743,70,-24.46,5.56,
21763,70,-19.66,4.32,
21770,70,-41.85,4.44,
21819,70.25,28.6,5.73,
21823,70.25,48.3,5.66,
21847,70.25,38.26,5.97,
21861,70.5,-37.13,5.04,
21881,70.5,22.95,4.27,
21914,70.5,-50.46,5.3,
21928,70.5,43.35,5.3,
21949,70.75,-70.91,5.53,
21958,70.75,-30.75,5.66,
21972,70.75,49.96,5.86,
21986,70.75,-8.78,5.98,
22024,71,-8.5,5.78,
22028,71,-18.65,5.53,
22040,71,-59.71,5.28,
22044,71,11.13,5.39,
22086,71.25,-21.28,5.72,
22109,71.25,-3.25,4.01,
22157,71.5,11.7,5.35,
22176,71.5,18.73,5.99,
22220,71.5,40.3,5.99,
22263,71.75,-16.93,5.49,
22287,72,56.75,5.29,
22325,72,-16.31,5.76,
22336,72,-5.66,5.77,
22361,72,75.93,5.96,
22393,72.25,31.43,5.57,
22407,72.25,32.58,5.84,
22449,72.25,6.95,3.19,
22453,72.25,37.48,4.89,
22479,72.5,-16.21,5.03,
22509,72.5,8.9,4.35,
22531,72.5,-53.45,5.58,
22545,72.75,48.73,5.64,
22549,72.75,5.6,3.68,
22565,72.75,18.83,5.08,
22573,72.75,-34.9,5.82,
22626,73,63.5,5.47,
22667,73,14.25,4.71,
22678,73,36.7,4.79,
22697,73,27.88,5.97,
22699,73,42.58,5.68,
22701,73,-5.45,4.36,
22730,73.25,2.5,5.33,
22783,73.5,66.33,4.26,
22797,73.5,2.43,3.71,
22833,73.5,11.41,5.18,
22834,73.5,7.76,5.33,
22840,73.5,0.46,5.98,
22845,73.5,10.15,4.64,
22854,73.75,55.25,5.52,
22860,73.75,-16.73,5.71,
22871,73.75,-74.93,5.47,
22881,73.75,-16.41,5.71,
22913,73.75,15.03,5.79,
22936,74,52.86,5.75,
22957,74,13.5,4.06,
22958,74,-5.16,5.5,
23015,74,33.15,2.69,Hassaleh
23040,74.25,53.75,4.43,
23043,74.25,17.15,5.51,
23068,74.25,23.93,5.79,
23088,74.5,25.05,5.79,
23123,74.5,1.7,4.47,
23148,74.5,-82.46,5.84,
23166,74.75,-16.36,5.65,
23179,74.75,37.88,4.93,
23221,74.75,-10.25,5.39,
23231,74.75,-12.53,4.78,
23261,75,39.38,5.95,
23265,75,81.18,5.09,
23362,75.25,-20.05,4.91,
23364,75.25,-7.16,4.8,
23408,75.25,0.71,5.91,
23416,75.25,43.81,3.03,
23430,75.5,-26.26,5.01,
23446,75.5,-31.76,5.92,
23453,75.5,41.06,3.69,
23467,75.5,-71.3,5.3,
23474,75.5,-22.78,5.74,
23475,75.5,-4.2,5.86,
23482,75.5,-49.15,5.37,
23497,75.75,21.58,4.62,
23522,75.75,60.43,4.03,
23554,75.75,-24.38,5.61,
23595,76,-35.46,4.55,
23607,76,15.4,4.65,
23649,76,-49.56,5.05,
23668,76.25,-26.15,5.71,
23685,76.25,-22.36,3.19,
23693,76.25,-57.46,4.71,
23734,76.5,58.96,5.22,
23766,76.5,61.16,6,
23767,76.5,41.23,3.18,
23783,76.5,51.58,4.98,
23794,76.5,-4.65,5.12,
23831,76.75,-12.48,5.97,
23835,76.75,18.63,4.91,
23840,76.75,-63.38,5.19,
23871,76.75,20.41,5.28,
23875,76.75,-5.08,2.78,Cursa
23879,76.75,8.48,5.33,
23883,76.75,21.7,5.84,
23900,77,24.25,5.5,
23916,77,-8.65,5.8,
23941,77,-4.45,5.11,
23972,77.25,-8.75,4.25,
23983,77.25,9.81,5.43,
24010,77.25,15.58,4.81,
24019,77.25,28.01,5.93,
24109,77.5,46.95,5.67,
24162,77.75,-2.48,5.89,
24169,77.75,-11.83,5.6,
24197,77.75,16.03,5.18,
24203,77.75,1.03,5.88,
24244,78,-11.86,4.45,
24254,78,73.93,5.44,
24294,78,-6.05,5.9,
24305,78,-16.2,3.29,
24327,78.25,-12.93,4.36,
24331,78.25,2.85,4.46,
24340,78.25,38.48,4.82,
24372,78.25,-67.18,4.81,
24426,78.5,-35.96,5.75,
24436,78.5,-8.2,0.18,Rigel
24450,78.5,5.15,5.5,
24504,78.75,32.68,5.01,
24505,78.75,-26.93,5.06,
24555,79,11.33,5.52,
24575,79,34.3,5.99,
24608,79,45.98,0.08,Capella
24659,79.25,-34.88,4.81,
24674,79.25,-6.83,3.59,
24679,79.25,-13.51,5.48,
24727,79.5,33.36,4.54,
24732,79.5,73.26,5.81,
24738,79.5,42.78,5.55,
24786,79.5,-18.11,5.96,
24799,79.75,33.73,5.38,
24813,79.75,40.1,4.69,
24817,79.75,2.58,5.34,
24822,79.75,22.08,4.96,
24829,79.75,-50.6,5.44,
24831,79.75,-27.36,5.98,
24845,79.75,-13.16,4.29,
24873,79.75,-12.3,5.29,
24879,80,33.95,5.05,
24902,80,41.08,5.46,
24914,80,62.65,5.64,
24927,80,-21.23,4.7,
25001,80.25,29.56,5.66,
25028,80.25,-0.4,5.68,
25041,80.25,8.41,5.78,
25044,80.25,-0.36,4.72,
25045,80.25,-24.76,5.06,
25048,80.25,41.8,5.22,
25110,80.5,79.21,5.08,
25142,80.5,3.53,4.99,
25143,80.5,41.01,5.54,
25187,80.75,-8.4,5.99,
25194,80.75,-39.66,5.73,
25197,80.75,57.53,5.24,
25202,80.75,-13.91,5.25,
25223,80.75,-0.15,5.69,
25247,80.75,-7.8,4.13,
25278,81,17.38,5,
25280,81,-16.96,5.64,
25281,81,-2.38,3.35,
25282,81,-0.88,5.07,
25291,81,31.13,5.94,
25292,81,37.38,5.02,
25302,81,1.83,4.89,
25329,81.25,-10.31,5.6,
25336,81.25,6.33,1.64,Bellatrix
25397,81.25,-19.68,5.78,
25428,81.5,28.6,1.65,Alnath
25429,81.5,-58.9,5.14,
25471,81.5,34.38,5.92,
25473,81.5,3.08,4.59,
25488,81.75,-40.93,5.86,
25492,81.75,30.2,5.69,
25499,81.75,17.95,5.4,
25539,81.75,21.93,4.88,
25541,81.75,34.46,5.08,
25555,81.75,15.86,5.52,
25583,82,17.23,5.77,
25606,82,-20.75,2.81,Nihal
25608,82,-37.21,5.56,
25695,82.25,25.15,5.47,
25708,82.25,-3.43,5.8,
25737,82.25,-1.08,4.71,
25751,82.25,1.78,5.77,
25768,82.5,-47.06,5.46,
25769,82.5,63.06,5.43,
25790,82.5,15.35,5.93,
25813,82.5,5.93,4.2,
25816,82.5,41.45,5.99,
25853,82.75,-20.85,5.53,
25859,82.75,-35.46,3.86,
25861,82.75,3.28,5.46,
25887,82.75,-45.91,5.86,
25918,82.75,-76.33,5.18,
25923,82.75,-7.3,4.62,
25930,83,-0.28,2.25,Mintaka
25945,83,18.58,4.32,
25950,83,17.05,5.5,
25980,83,-1.58,5.34,
25984,83,32.18,4.71,
25985,83,-17.81,2.58,Arneb
25993,83,-38.5,5.45,
26001,83,-64.21,5.34,
26019,83.25,-35.13,5.75,
26063,83.25,-1.15,5.36,
26064,83.25,18.53,5.67,
26069,83.25,-62.48,3.76,
26093,83.25,14.3,5.6,
26108,83.5,-1.46,5.92,
26126,83.5,3.76,5.32,
26169,83.5,-73.73,5.79,
26176,83.5,9.48,4.39,
26197,83.75,-6,5.67,
26199,83.75,-6,4.78,
26207,83.75,9.93,3.39,
26215,83.75,10.23,5.6,
26219,83.75,-33.06,5.76,
26220,83.75,-5.38,4.98,
26221,83.75,-5.38,5.13,
26235,83.75,-5.4,4.98,
26237,83.75,-4.83,4.58,
26241,83.75,-5.9,2.75,Hatsya
26248,83.75,24.03,5.37,
26268,83.75,-4.85,5.24,
26311,84,-1.2,1.69,Alnilam
26344,84,54.41,5.74,
26345,84,-6.05,5.71,
26366,84,9.28,4.09,
26382,84.25,17.03,5.53,
26386,84.25,11.03,5.97,
26394,84.25,-80.46,5.65,
26396,84.25,26.91,5.83,
26451,84.25,21.13,2.97,
26460,84.25,-28.68,5.28,
26487,84.5,7.53,5.87,
26535,84.5,-6.56,5.96,
26536,84.5,30.48,5.4,
26545,84.5,-40.7,5.81,
26549,84.5,-2.6,3.77,
26563,84.5,-7.2,4.77,
26594,84.75,4.11,4.5,
26606,84.75,29.2,5.98,
26624,84.75,-3.55,5.99,
26634,84.75,-34.06,2.65,Phakt
26640,84.75,25.88,5.18,
26649,84.75,-32.61,5.44,
26727,85,-1.93,1.74,Alnitak
26736,85,-1.11,4.95,
26762,85.25,0.33,5.93,
26777,85.25,16.53,4.84,
26865,85.5,-22.36,5.88,
26868,85.5,-34.66,5.29,
26882,85.5,65.68,5.62,
26885,85.5,1.46,4.9,
26926,85.5,-6.78,5.97,
26966,85.75,-18.55,5.73,
27072,86,-22.43,3.59,
27100,86,-65.73,4.34,
27196,86.25,49.81,5.46,
27204,86.25,-32.3,5.18,
27243,86.5,-46.58,5.31,
27249,86.5,56.1,5.93,
27253,86.5,1.16,5.95,
27265,86.5,15.81,6,
27280,86.5,9.51,5.78,
27288,86.5,-14.81,3.55,
27316,86.75,14.48,5.72,
27321,86.75,-51.06,3.85,
27338,86.75,17.71,5.47,
27364,86.75,13.88,5.28,
27366,86.75,-9.66,2.07,Saiph
27386,87,6.45,5.26,
27435,87,-4.08,5.97,
27468,87.25,24.56,4.88,
27483,87.25,39.16,4.51,
27511,87.25,12.65,4.89,
27517,87.25,-14.48,5.49,
27530,87.25,-56.15,4.5,
27533,87.25,-22.96,5.87,
27534,87.25,-66.9,5.1,
27549,87.5,9.86,5.79,
27560,87.5,4.41,5.96,
27566,87.5,-79.35,5.46,
27581,87.5,14.3,5.54,
27588,87.5,2.01,5.97,
27621,87.5,-52.1,5.16,
27628,87.5,-35.76,3.12,
27629,87.5,27.96,5.6,
27639,87.75,37.3,4.72,
27654,87.75,-20.86,3.76,
27658,87.75,-7.51,5.36,
27673,87.75,39.13,3.97,
27713,88,-9.03,5.95,
27737,88,-57.15,5.93,
27743,88,14.16,5.6,
27747,88,19.86,5.96,
27750,88,1.85,4.76,
27766,88,-37.61,5.62,
27810,88.25,-33.8,4.88,
27830,88.25,27.6,4.56,
27890,88.5,-63.08,4.65,
27913,88.5,20.26,4.39,
27938,88.5,-11.76,5.62,
27939,88.5,0.96,5.99,
27947,88.5,-52.63,5.29,
27949,88.5,55.7,4.96,
27955,88.5,-39.95,5.55,
27965,88.5,19.73,5.92,
27971,88.5,59.88,5.2,
27973,88.5,31.7,5.9,
27989,88.75,7.4,0.45,Betelgeuse
28010,88.75,-37.11,4.97,
28011,88.75,-4.6,5.87,
28085,89,-22.83,5.95,
28098,89,-31.36,5.52,
28103,89,-14.16,3.71,
28110,89,9.5,5.97,
28139,89,11.51,5.89,
28199,89.25,-35.26,4.36,
28237,89.25,25.95,4.81,
28271,89.5,1.83,5.89,
28287,89.5,-44.03,5.81,
28296,89.5,0.55,5.21,
28302,89.5,12.8,5.7,
28325,89.75,-9.55,5.04,
28328,89.75,-42.8,3.96,
28343,89.75,49.91,5.9,
28358,89.75,54.28,3.72,
28360,89.75,44.93,1.9,Menkalinan
28380,89.75,37.2,2.65,
28404,89.75,45.93,4.3,
28413,90,-3.06,4.53,
28484,90,-51.2,5.65,
28499,90,47.9,5.71,
28524,90.25,-33.9,5.54,
28562,90.25,48.95,5.98,
28574,90.25,-10.58,4.92,
28614,90.5,9.63,4.12,
28675,90.75,-26.28,5.03,
28691,90.75,19.68,5.14,
28716,90.75,20.13,4.64,
28734,91,23.25,4.16,
28744,91,-6.7,5.19,
28756,91,-32.16,5.65,
28790,91,-45.06,5.93,
28812,91,5.41,5.67,
28814,91,4.15,5.63,
28816,91,-16.48,4.92,
28823,91.25,42.96,5.9,
28854,91.25,-10.23,5.88,
28855,91.25,-35.5,5.8,
28899,91.5,-29.75,5.79,
28909,91.5,-66.03,5.72,
28910,91.5,-14.93,4.67,
28943,91.5,-23.1,5.46,
28946,91.5,38.46,5.35,
28949,91.5,-4.18,5.37,
28984,91.5,-21.8,5.74,
28991,91.75,-62.15,5.04,
28992,91.75,-34.3,5.82,
29034,91.75,-37.25,5,
29038,91.75,14.76,4.42,
29048,91.75,-19.15,5.28,
29064,91.75,-42.15,5.5,
29134,92,-68.83,5.06,
29150,92,-22.41,5.49,
29151,92,2.48,5.7,
29196,92.25,22.18,5.93,
29205,92.25,-14.58,5.56,
29225,92.25,23.1,5.75,
29234,92.25,-22.76,5.71,
29246,92.25,58.93,5.35,
29263,92.5,-40.35,5.54,
29271,92.5,-74.75,5.08,
29276,92.5,-54.96,4.72,
29294,92.5,-27.15,5.72,
29353,92.75,-65.58,5.01,
29379,92.75,24.41,5.83,
29388,92.75,48.7,5.78,
29417,92.75,-6.55,5.06,
29426,92.75,14.2,4.45,
29433,93,19.78,5.76,
29434,93,16.11,4.95,
29451,93,32.68,5.78,
29490,93,65.71,5.36,
29575,93.25,-3.73,5.83,
29616,93.5,17.9,5.86,
29629,93.5,-4.56,5.83,
29650,93.5,19.15,5.2,
29651,93.5,-6.26,3.99,
29655,93.5,22.5,3.31,
29678,93.75,13.85,5.91,
29679,93.75,-20.26,5.88,
29692,93.75,-18.46,5.99,
29696,93.75,29.48,4.32,
29704,93.75,16.13,5.34,
29711,93.75,-4.9,5.99,
29716,93.75,-0.5,5.62,
29730,93.75,59.98,5.37,
29735,93.75,-13.71,5,
29736,93.75,12.55,5.44,
29771,94,-16.61,5.97,
29800,94,12.26,5.04,
29807,94,-35.13,4.37,
29808,94,-39.25,6,
29842,94.25,-37.73,5.54,
29850,94.25,9.93,5.39,
29852,94.25,-37.25,5.88,
29860,94.25,5.08,5.7,
29895,94.25,-16.8,5.15,
29919,94.25,61.5,5.01,
29941,94.5,-19.96,5.51,
29996,94.5,-9.38,5.36,
29997,94.5,69.31,4.76,
30011,94.5,-20.91,5.79,
30060,94.75,59,4.44,
30069,94.75,-34.38,5.76,
30073,94.75,-7.81,5.27,
30093,94.75,-2.93,4.91,
30099,95,14.65,5.67,
30122,95,-30.05,3.02,
30143,95,-34.13,5.55,
30214,95.25,-11.76,5.48,
30247,95.25,53.45,5.34,
30277,95.5,-33.43,3.85,
30318,95.5,12.56,6,
30321,95.5,-69.98,5.56,
30324,95.5,-17.95,1.98,Mirzam
30342,95.5,-56.36,5.6,
30343,95.5,22.5,2.87,
30419,95.75,4.58,4.39,
30436,95.75,-25.56,5.61,
30438,95.75,-52.68,-0.62,Canopus
30444,96,-36.7,5.62,
30457,96,-11.51,5.21,
30463,96,-60.26,5.78,
30520,96,49.28,4.92,
30545,96.25,-0.93,5.88,
30565,96.25,-69.68,5.37,
30591,96.25,-48.16,5.76,
30651,96.5,56.28,5.53,
30666,96.5,-1.5,5.87,
30679,96.5,58.41,5.21,
30703,96.75,-58,5.82,
30717,96.75,0.28,5.19,
30720,96.75,-0.26,5.55,
30728,96.75,2.9,5.55,
30772,96.75,-4.75,5.06,
30788,97,-32.56,4.47,
30827,97,30.48,5.75,
30836,97,-17.45,5.76,
30840,97,-32.36,5.74,
30867,97,-7.01,3.76,
30883,97,20.2,4.13,
30932,97.25,-56.85,5.2,
30953,97.25,-50.23,5.28,
30972,97.5,46.68,5.88,
30986,97.5,-10.06,5.92,
31037,97.5,-27.76,5.92,
31039,97.5,58.15,5.86,
31072,97.75,-35.25,5.82,
31079,97.75,-51.81,5.58,
31084,97.75,-12.38,5.16,
31119,97.75,11.53,5.22,
31121,97.75,-8.15,5.43,
31125,97.75,-23.41,4.34,
31137,97.75,-58.75,5.69,
31159,98,4.85,5.88,
31165,98,-37.68,5.25,
31167,98,-5.86,5.6,
31173,98,32.45,5.82,
31190,98,-32.01,5.73,
31216,98,7.31,4.47,
31277,98.25,14.15,5.57,
31278,98.25,-1.21,5.09,
31299,98.25,-36.21,5.42,
31362,98.5,-32.7,5.62,
31407,98.5,-52.96,4.35,
31416,98.75,-22.95,4.54,
31434,98.75,28.01,5.26,
31446,98.75,0.88,5.78,
31448,98.75,9.98,5.93,
31457,98.75,-36.76,5.59,
31564,99,-18.65,5.71,
31579,99,38.43,5.4,
31583,99,-5.2,5.52,
31592,99,-19.25,3.95,
31599,99,-13.31,5.95,
31637,99.25,-36.98,5.72,
31665,99.25,56.85,5.87,
31676,99.25,61.46,5.94,
31681,99.25,16.38,1.93,Alhena
31685,99.25,-43.18,3.17,
31688,99.25,-32.33,5.25,
31700,99.25,-18.23,4.42,
31737,99.5,28.98,5.76,
31765,99.5,-48.21,5.05,
31771,99.5,39.38,5.7,
31789,99.5,39.9,5.34,
31827,99.75,-14.13,4.82,
31832,99.75,42.48,4.8,
31870,99.75,-30.46,5.7,
31876,99.75,12.96,5.99,
31897,100,-80.8,5.61,
31940,100,77.98,5.75,
31946,100,71.73,5.88,
31978,100,9.88,4.66,
31992,100.25,0.48,5.79,
32064,100.25,-9.16,5.21,
32104,100.5,17.63,5.2,
32173,100.75,44.51,5.04,
32226,100.75,3.91,5.88,
32246,100.75,25.11,3.06,
32249,100.75,13.21,4.49,
32292,101,-31.06,5.23,
32311,101,28.96,5.42,
32349,101.25,-16.7,-1.44,Sirius
32362,101.25,12.88,3.35,
32366,101.25,-31.78,5.92,
32385,101.25,-30.93,5.62,
32402,101.25,-52.4,5.81,
32411,101.25,-14.78,5.3,
32438,101.5,59.43,4.86,
32439,101.5,79.55,5.44,
32463,101.5,8.58,5.92,
32474,101.5,-10.1,5.66,
32480,101.5,43.56,5.24,
32489,101.5,57.16,5.34,
32492,101.5,-14.41,5.28,
32494,101.5,-51.25,5.39,
32531,101.75,-55.53,5.6,
32533,101.75,8.03,4.77,
32537,101.75,-37.91,5.27,
32558,101.75,-8.98,5.08,
32562,101.75,48.78,5.22,
32578,101.75,2.4,4.48,
32607,102,-61.93,3.24,
32609,102,55.7,5.54,
32617,102,-1.31,5.75,
32677,102,-15.13,5.39,
32698,102.25,-2.26,5.75,
32740,102.25,32.6,5.72,
32753,102.25,16.2,5.87,
32759,102.25,-32.5,3.5,
32761,102.25,-53.61,4.41,
32765,102.25,-46.6,5.14,
32768,102.25,-50.6,2.94,
32809,102.5,-17.08,5.77,
32810,102.5,-31.7,5.74,
32814,102.5,13.4,5.68,
32844,102.5,41.76,4.99,
32851,102.5,-0.53,5.78,
32855,102.5,-34.36,4.99,
32864,102.5,67.56,5.14,
32912,102.75,-70.95,5.41,
32921,102.75,21.75,5.28,
32938,102.75,-36.21,5.94,
32968,103,23.6,5.68,
33018,103,33.95,3.6,
33024,103,8.36,5.75,
33048,103.25,59.43,5.34,
33077,103.25,-19.01,5.65,
33092,103.25,-20.21,4.82,
33104,103.25,68.88,5.11,
33152,103.5,-24.18,3.89,
33160,103.5,-12.03,4.08,
33184,103.5,-1.11,5.44,
33202,103.5,13.16,4.73,
33248,103.75,-20.4,5.8,
33277,103.75,25.36,5.74,
33302,103.75,-20.13,4.66,
33316,103.75,-22.93,5.29,
33345,104,-14.03,5,
33347,104,-17.05,4.36,
33357,104,-48.71,4.94,
33372,104,9.95,5.9,
33377,104,46.26,5.85,
33384,104,-79.41,5.45,
33415,104,46.7,5.88,
33421,104.25,33.66,5.91,
33449,104.25,58.41,4.35,
33478,104.25,-24.61,5.45,
33485,104.25,45.08,4.9,
33558,104.5,-34.1,5.07,
33575,104.5,-25.4,5.59,
33579,104.5,-28.96,1.5,Adhara
33603,104.5,3.6,5.96,
33682,104.75,-67.91,5.18,
33694,105,76.96,4.55,
33715,105,16.06,5.73,
33729,105,-8.4,5.95,
33779,105,-51.4,5.14,
33804,105.25,-25.2,5.64,
33827,105.25,70.8,5.69,
33856,105.25,-27.93,3.49,
33878,105.25,-5.71,5.22,
33914,105.5,15.33,5.78,
33927,105.5,24.2,5.2,
33929,105.5,17.75,5.96,
33937,105.5,16.66,5.86,
33971,105.5,-4.23,4.99,
33977,105.75,-23.81,3.02,
34000,105.75,-59.16,5.5,
34002,105.75,9.13,5.96,
34017,105.75,29.33,5.93,
34033,105.75,10.95,5.14,
34045,105.75,-15.61,4.11,
34059,105.75,-49.58,4.92,
34065,105.75,-43.6,5.56,
34081,106,-42.33,5.2,
34086,106,-5.31,5.63,
34088,106,20.56,4.01,
34105,106,-56.73,5.14,
34182,106.25,22.63,6,
34215,106.25,9.18,5.78,
34267,106.5,34.46,5.55,
34301,106.5,-11.28,5.41,
34339,106.75,-40.88,5.8,
34349,106.75,-51.96,5.96,
34358,106.75,34,5.94,
34360,106.75,-23.83,5.75,
34387,106.75,7.46,5.74,
34440,107,15.91,5.47,
34444,107,-26.38,1.83,Wezen
34473,107,-70.48,5.68,
34481,107,-70.48,3.78,
34495,107,-39.65,4.83,
34561,107.25,-16.23,6,
34579,107.25,-25.21,5.69,
34622,107.5,-4.23,4.91,
34624,107.5,-27.48,5.46,
34670,107.5,-48.91,5.12,
34693,107.75,30.23,4.41,
34722,107.75,26.85,5.75,
34724,107.75,-0.3,5.44,
34752,107.75,39.31,4.91,
34758,107.75,-20.86,5.84,
34769,107.75,-0.48,4.15,
34798,108,-25.93,5.91,
34802,108,-40.48,5.3,
34817,108,-36.53,5.94,
34819,108,24.11,5.85,
34834,108,-46.75,4.49,
34888,108.25,-11.25,5.77,
34899,108.25,-45.16,4.87,
34909,108.25,16.15,5.07,
34912,108.25,51.41,5.46,
34914,108.25,-22.66,5.99,
34922,108.25,-44.63,4.42,
34975,108.5,-3.9,5.8,
34981,108.5,-26.35,4.42,
34982,108.5,-9.93,5.9,
34987,108.5,3.1,5.36,
35005,108.5,12.1,5.71,
35020,108.5,-48.26,4.75,
35025,108.5,24.88,5.84,
35029,108.5,-46.83,5.72,
35037,108.5,-26.76,4.01,
35044,108.5,-27.03,5.58,
35054,108.5,-41.41,5.95,
35083,108.75,-30.68,5.36,
35084,108.75,-52.48,5.96,
35120,108.75,7.96,5.78,
35127,108.75,-10.58,5.95,
35136,108.75,47.23,5.54,
35146,108.75,59.63,5.2,
35152,108.75,27.88,5.75,
35180,109,-15.58,5.46,
35181,109,-46.76,5.64,
35202,109,-38.31,5.81,
35205,109,-27.86,4.66,
35210,109,-23.3,4.83,
35226,109,-36.58,5.03,
35228,109,-67.95,3.97,
35264,109.25,-37.08,2.71,
35304,109.25,52.11,5.93,
35341,109.5,40.88,5.87,
35347,109.5,-43.98,5.86,
35350,109.5,16.53,3.58,
35363,109.5,-36.73,4.65,
35384,109.5,49.45,5,
35393,109.5,-39.2,5.24,
35406,109.5,-36.73,5.11,
35412,109.5,-24.55,4.88,
35415,109.5,-24.95,4.37,
35427,109.5,-26.58,5.29,
35476,109.75,2.73,5.9,
35487,109.75,-16.38,5.7,
35509,109.75,7.13,5.91,
35550,110,21.96,3.5,
35564,110,-52.3,5.5,
35589,110,-52.08,5.38,
35611,110,-26.95,6,
35615,110,-14.35,5.59,
35626,110.25,-25.88,5.87,
35643,110.25,45.21,5.74,
35699,110.25,20.43,5.09,
35710,110.5,36.75,5.12,
35712,110.5,0.16,5.99,
35727,110.5,-19,4.94,
35749,110.5,-5.96,5.83,
35785,110.5,55.26,5.8,
35795,110.75,-31.91,5.4,
35846,110.75,25.05,5.04,
35848,110.75,-27.83,5.37,
35855,110.75,-32.2,5.41,
35904,111,-29.3,2.45,Aludra
35907,111,40.66,5.23,
35941,111,27.63,5.77,
35951,111,-16.2,5.18,
35957,111,-31.8,5.35,
35984,111,51.88,5.8,
35987,111,11.66,5.37,
35998,111.25,-13.75,5.79,
36024,111.25,-25.21,5.79,
36039,111.25,-79.08,5.54,
36041,111.25,9.26,4.99,
36046,111.25,27.78,3.78,
36055,111.25,-5.76,5.98,
36114,111.5,-51.01,5.09,
36143,111.5,-34.13,5.9,
36145,111.5,49.2,4.61,
36156,111.5,20.25,5.94,
36168,111.5,-23.08,5.65,
36186,111.75,-17.85,5.6,
36188,111.75,8.28,2.89,Gomeisa
36236,111.75,-22.85,5.98,
36238,111.75,21.43,5.2,
36251,111.75,-11.55,5.79,
36258,111.75,-29.15,5.55,
36265,112,6.93,5.22,
36284,112,8.91,4.33,
36345,112,-31.83,5.95,
36348,112,48.18,5.7,
36362,112.25,-31.45,5.78,
36363,112.25,-38.8,5.41,
36366,112.25,31.78,4.16,
36377,112.25,-43.3,3.25,
36388,112.25,-1.9,5.6,
36393,112.25,28.11,5.07,
36396,112.25,-10.31,5.75,
36399,112.25,-7.55,5.86,
36425,112.25,12,4.55,
36429,112.25,27.9,5.01,
36431,112.25,-23.01,4.85,
36439,112.25,49.66,5.35,
36444,112.25,-52.65,5.87,
36496,112.5,-54.38,5.95,
36514,112.5,-30.95,4.65,
36528,112.5,68.45,5.63,
36547,112.75,82.4,4.92,
36616,112.75,17.08,5.45,
36640,113,-8.86,5.9,
36641,113,1.9,5.24,
36721,113.25,-24.7,5.84,
36723,113.25,3.28,5.59,
36732,113.25,-19.4,5.64,
36760,113.25,15.81,5.27,
36773,113.25,-14.51,4.82,
36778,113.25,-36.33,5.42,
36795,113.5,-22.28,4.44,
36812,113.5,3.36,5.83,
36817,113.5,-23.46,5.06,
36848,113.5,-27,5.78,
36850,113.5,31.88,1.58,Castor
36896,113.75,30.95,5.34,
36917,113.75,-28.36,4.65,
36942,113.75,-52.53,4.93,
36962,113.75,26.88,4.06,
36981,114,-14.48,5.66,
37023,114,46.16,5.66,
37031,114,5.85,5.89,
37036,114,-19.7,5.69,
37043,114,-48.81,5.69,
37046,114,55.75,5.93,
37088,114.25,-4.1,5.14,
37096,114.25,-34.96,4.53,
37140,114.25,48.76,5.93,
37173,114.5,-25.35,4.69,
37174,114.5,-48.6,5.68,
37204,114.5,35.03,5.58,
37223,114.5,-36.48,5.78,
37229,114.5,-26.8,3.8,
37265,114.75,34.58,4.89,
37279,114.75,5.21,0.4,Procyon
37297,114.75,-38.3,4.84,
37300,114.75,17.66,5.04,
37322,114.75,-38.13,5.73,
37329,114.75,-38.25,5.76,
37345,114.75,-37.56,5.99,
37364,115,-19.65,5.92,
37369,115,38.33,5.77,
37379,115,-15.25,4.98,
37391,115,87.01,5.05,
37428,115,23.01,5.93,
37441,115.25,48.11,5.58,
37447,115.25,-9.55,3.94,
37450,115.25,-38.53,5.41,
37478,115.25,3.61,5.95,
37504,115.25,-72.6,3.93,
37508,115.25,13.46,5.79,
37521,115.5,14.2,5.55,
37590,115.5,-26.35,5.64,
37606,115.5,-45.16,5.04,
37609,115.75,58.7,4.93,
37623,115.75,-36.05,5.6,
37629,115.75,28.88,4.23,
37648,115.75,-28.4,4.63,
37664,115.75,-40.93,5.12,
37677,115.75,-28.95,3.94,
37701,116,50.43,5.31,
37704,116,25.78,5.3,
37710,116,-36.05,5.8,
37740,116,24.38,3.57,
37751,116,-24.66,5.62,
37752,116,-37.93,5.89,
37819,116.25,-37.96,3.62,
37826,116.25,28.01,1.16,Pollux
37853,116.25,-34.16,5.36,
37891,116.25,-14.55,5.03,
37901,116.5,-6.76,5.49,
37908,116.5,18.5,4.89,
37915,116.5,-37.93,5.87,
37921,116.5,10.76,5.25,
37946,116.5,37.51,5.15,
37949,116.5,65.45,5.93,
37995,116.75,-22.51,5.9,
38010,116.75,-38.5,5.07,
38016,116.75,33.4,5.14,
38020,116.75,-46.6,5.22,
